law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
Chahine Legal LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20047,Lawrence,KS,Douglas,785-979-1850,,General,831 Massachusetts St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"Law Office of Carolyn Craycraft Clark, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=19474,Lawrence,KS,Douglas,785-838-4497,,General,PO Box 442203,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office Of Brenda J. Clary,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18770,Lawrence,KS,Douglas,785-691-7879,,General,"810 Pennsylvania St, Ste 203",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Corrigan Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14227,Lawrence,KS,Douglas,785-764-5211,,General,1215 Connecticut,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"Downing, Davey, Vokins & Mann, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24205,Lawrence,KS,Douglas,785-330-5577,,General,"831 Massachusetts, Ste B",66044,Lawrence,2,4,KS Courts Registry,2026-08-17
"The David Law Office, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=26982,Lawrence,KS,Douglas,785-380-7922,,General,"123 W 8th St, Ste 100",66044,Lawrence,2,5,KS Courts Registry,2026-08-17
"Paul Davis Law Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=18550,Lawrence,KS,Douglas,785-550-1334,,General,932 Massachusetts St Ste 301,66044,Lawrence,2,2,KS Courts Registry,2026-08-17
"Mallard Homes, Inc.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=16429,Lawrence,KS,Douglas,785-842-1524,,General,411 N Iowa,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office of Susan Ellmaker,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9348,Lawrence,KS,Douglas,913-220-1786,,General,2712 Larkspur Ct,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
"Fagan & Emert, LLC",https://www.faganemert.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=20430,Lawrence,KS,Douglas,785-331-0300,,Personal Injury,"800 New Hampshire, Ste 110",66044,Lawrence,5,6,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Frydman Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13385,Lawrence,KS,Douglas,785-843-4023,,General,1540 New Hampshire St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"PROSOCO, Inc.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10690,Lawrence,KS,Douglas,785-393-1816,,General,3741 Greenway Cir,66046,Lawrence,2,1,KS Courts Registry,2026-08-17
Greathouse,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14998,Lawrence,KS,Douglas,785-691-6493,,General,4101 Harvard Rd,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
City Of Lawrence - Municipal Court,,,https://directory-kard.kscourts.gov/Home/Details?regNum=23165,Lawrence,KS,Douglas,785-832-6190,,General,6 E 6th St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"Thompson-Hall, P.A.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=23664,Lawrence,KS,Douglas,785-841-4554,,General,"333 W 9th St, Ste B",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Hampton Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7406,Lawrence,KS,Douglas,785-749-2521,,General,745 New Hampshire St Ste 6,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"David W. Hardy, Esq.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=13970,Lawrence,KS,Douglas,785-865-1425,,General,2806 University Dr,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Harper Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21596,Lawrence,KS,Douglas,785-979-3911,,General,1516 Fountain Dr,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
Harwood Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22062,Lawrence,KS,Douglas,785-220-8662,,General,4501 Broadmoor Dr,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
Graves & Jilka PC,https://www.gravesjilka.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=13677,Lawrence,KS,Douglas,785-843-8117,office@gravesjilka.com,Estate Planning,901 Kentucky Ste 203,66044,Lawrence,2,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Kautsch Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21255,Lawrence,KS,Douglas,785-840-0077,,General,"810 Pennsylvania St, Ste 207",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Bison Legal LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25311,Lawrence,KS,Douglas,917-374-3330,,General,2234 Rhode Island St,66046,Lawrence,2,1,KS Courts Registry,2026-08-17
"City Of Lawrence, Kansas",,,https://directory-kard.kscourts.gov/Home/Details?regNum=14184,Lawrence,KS,Douglas,785-832-3476,,General,6 E 6th St P.O. Box 708,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
KU Legal Services for Students,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22165,Lawrence,KS,Douglas,785-864-5665,,General,"1565 Irving Hill Rd Burge Union, Ste 2030",66045,Lawrence,2,1,KS Courts Registry,2026-08-17
Markley Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=17485,Lawrence,KS,Douglas,913-378-4162,,General,1808 Castle Pine Ct,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
"Judicial Center, Division 4",,,https://directory-kard.kscourts.gov/Home/Details?regNum=16563,Lawrence,KS,Douglas,785-832-5124,,General,111 E. 11th St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"Stevens & Brand, L.L.P.",https://www.stevensbrand.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=26528,Lawrence,KS,Douglas,785-843-0811,,Family Law,900 Massachusetts St Ste 500,66044,Lawrence,4,2,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Lumen Mulligan Attorney at Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21337,Lawrence,KS,Douglas,785-691-9367,,General,1616 Indiana St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"Steven J. Nearenberg, Esq.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=14674,Lawrence,KS,Douglas,913-522-6035,,General,545 Ohio St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office Of Micheal Noah,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26763,Lawrence,KS,Douglas,785-592-0479,,General,1501 George Williams Way Apt G9,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
The Law Office of Stephen V. Park,,,https://directory-kard.kscourts.gov/Home/Details?regNum=30863,Lawrence,KS,Douglas,814-574-2372,,General,326 Indiana St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"Joseph, Hollander & Craft LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24988,Lawrence,KS,Douglas,785-234-3272,,General,5200 Bob Billings Pkwy Ste 201,66049,Lawrence,2,5,KS Courts Registry,2026-08-17
Parmele Law Firm,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24161,Lawrence,KS,Douglas,785-271-9333,,General,4840 Bob Billings Pkwy Ste 1011,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
The Law Offices of Robert S. Gitmeid,,,https://directory-kard.kscourts.gov/Home/Details?regNum=30406,Lawrence,KS,Douglas,866-249-1137,,General,4000 W. 6th St,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Sanger Law Office LLC,https://www.sangerlawoffice.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=24587,Lawrence,KS,Douglas,785-979-4353,,DUI,"5040 Bob Billings Pkwy, Ste C-1",66049,Lawrence,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Simoneau Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=30624,Baldwin City,KS,Douglas,785-221-7910,,General,816 Ames St,66006,Lawrence,2,1,KS Courts Registry,2026-08-17
Broadband Legal Strategies LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=27298,Lawrence,KS,Douglas,202-907-6252,,General,1118 Rankin Dr,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Craig A. Stancliffe Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7701,Lawrence,KS,Douglas,785-842-6432,,General,1244 Rhode Island St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Tahirkheli & Premer-Chavez Law Office LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20252,Lawrence,KS,Douglas,913-371-0554,,General,1021 Massachusetts St Ste 10,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Thomas Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25634,Lawrence,KS,Douglas,785-856-5151,,General,2601 Iowa St,66046,Lawrence,2,1,KS Courts Registry,2026-08-17
"Suzanne Valdez, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=17799,Lawrence,KS,Douglas,785-337-0499,,General,4000 W 6th St Ste B Box 173,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
"Resolution Services, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=17026,Lawrence,KS,Douglas,785-843-1638,,General,"1420 Wakarusa Dr, Ste 203",66049,Lawrence,2,2,KS Courts Registry,2026-08-17
Anthony Veach Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29613,Lawrence,KS,Douglas,202-631-9190,,General,"1575 Birdie Way, A107",66047,Lawrence,2,1,KS Courts Registry,2026-08-17
Watkins Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=8866,Lawrence,KS,Douglas,785-843-0181,,General,1031 Vermont Ste 100,66044,Lawrence,2,2,KS Courts Registry,2026-08-17
Law Office of J. A. Whittamore,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26712,Lawrence,KS,Douglas,913-683-1119,,General,303 Glenview Dr.,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Maple Leaf Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=30963,Baldwin City,KS,Douglas,785-608-2113,,General,PO Box 33 719 High St,66006,Lawrence,2,1,KS Courts Registry,2026-08-17
"Coons & Crump, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24665,Lawrence,KS,Douglas,785-856-8720,,General,"840 Connecticut St, Ste D",66044,Lawrence,2,2,KS Courts Registry,2026-08-17
"Robert J. Bellucci, Attorney",,,https://directory-kard.kscourts.gov/Home/Details?regNum=29206,Lawrence,KS,Douglas,781-953-0033,,General,1113 E 1264 Rd,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office of John Bodle,https://www.johnbodlelaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=13996,Lawrence,KS,Douglas,785-843-0187,,Family Law,928 Rhode Island St,66044,Lawrence,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Law Office Of David J. Brown LC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14409,Lawrence,KS,Douglas,785-842-0777,,General,120 E 9th St Ste 103,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Bruer Law Firm LLC,https://www.bruerlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=17483,Lawrence,KS,Douglas,785-371-1445,,Personal Injury,901 Kentucky St Ste 203,66044,Lawrence,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Law Office of Adra Burks,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11083,Lawrence,KS,Douglas,785-841-4269,,General,P.O. Box 442192,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office Of Julia V. Butler LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21247,Lawrence,KS,Douglas,785-691-9128,,General,4106 W 6th St Ste B,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Ebmeier Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=23246,Lawrence,KS,Douglas,785-278-1094,,General,PO Box 923,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Highberger Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15534,Lawrence,KS,Douglas,785-841-3313,,General,1024 New York,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office of Adra E. Burks,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11659,Lawrence,KS,Douglas,785-841-4269,,General,PO Box 442192,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Tubbs Law Firm,https://www.tubbslaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=20024,Lawrence,KS,Douglas,785-856-2081,mtubbs@tubbslaw.com,General,850 E 13th St Ste A,66044,Lawrence,2,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Willoughby Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14059,Lawrence,KS,Douglas,785-615-9314,,General,3231 Glacier Dr,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
"Cohen Law Office, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=28089,Lawrence,KS,Douglas,785-691-9098,,General,"5030 Bob Billings Pkwy, Suite C",66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Connors Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=27039,Lawrence,KS,Douglas,785-328-4210,,General,"4106 W. 6th St, Ste F",66049,Lawrence,2,1,KS Courts Registry,2026-08-17
US Court of Appeals for the Tenth Circuit,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22111,Lawrence,KS,Douglas,785-471-6885,,General,"645 Massachusetts St, Ste 400",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Midland Group,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7060,Lawrence,KS,Douglas,785-312-4286,,General,901 Summerfield Pl,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
"Lee & McInerney, PLLC",https://www.leemcinerneylaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=23651,Lawrence,KS,Douglas,785-856-2449,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Family Law,"719 Massachusetts, Ste 101",66044,Lawrence,4,2,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Girard & Centonzio,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29189,Lawrence,KS,Douglas,913-254-3933,,General,"901 New Hampshire St, Ste 201",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Britt Nichols Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11262,Baldwin City,KS,Douglas,785-458-2930,,General,610 E 1714th Rd,66006,Lawrence,2,1,KS Courts Registry,2026-08-17
"Ronald Schneider, Atty at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10386,Lawrence,KS,Douglas,785-917-1086,,General,3103 Cottage Ln,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
KU School Of Law - Legal Aid Clinic,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26764,Lawrence,KS,Douglas,785-864-9291,,General,"1535 W 15th St, #105a",66045,Lawrence,2,1,KS Courts Registry,2026-08-17
Ad Astra Legal LC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12220,Lawrence,KS,Douglas,785-842-1359,,General,"810 Pennsylvania, Ste 211",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"City Of Lawrence, City Attorney's Office",,,https://directory-kard.kscourts.gov/Home/Details?regNum=27338,Lawrence,KS,Douglas,785-832-3474,,General,City Hall 6 East 6th St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Hendrix Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=8835,Lawrence,KS,Douglas,913-634-1017,,General,1521 Medinah Rd,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
N/A-   Currently full time political candidate,,,https://directory-kard.kscourts.gov/Home/Details?regNum=17678,Lawrence,KS,Douglas,785-760-2114,,General,509 Hurricane Ln,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
"Seiden Law, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24811,Lawrence,KS,Douglas,785-371-9284,,General,PO Box 2,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Yoder Law Firm,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9699,Lawrence,KS,Douglas,788-550-4944,,General,608 Kentucky St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Robert V. Eye Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10689,Lawrence,KS,Douglas,785-224-0937,,General,2043 New Hampshire St,66046,Lawrence,2,1,KS Courts Registry,2026-08-17
James George Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13896,Lawrence,KS,Douglas,785-331-6870,,General,2812 Meadow Dr.,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Offices of Robert Gitmeid and Associates PLLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=27092,Lawrence,KS,Douglas,866-249-1137,,General,4000 W 6th St Ste B322,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
"Law Offices Of Catherine Hess, LLC",https://www.catherinehesslaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=20053,Lawrence,KS,Douglas,785-856-3881,catherine@catherinehesslaw.com,Family Law,PO Box 4622,66046,Lawrence,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
John R. Hooge Attorney At Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9798,Lawrence,KS,Douglas,785-842-1138,,General,645 Vermont Unit 485,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
KU School of Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18053,Lawrence,KS,Douglas,785-864-4550,,General,Faculty 1535 W 15th,66045,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office Of Sally G. Kelsey,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15008,Lawrence,KS,Douglas,785-842-5116,,General,2601 S Iowa St Ste B,66046,Lawrence,2,1,KS Courts Registry,2026-08-17
Jessica R. Kunen Attorney at Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10996,Lawrence,KS,Douglas,785-766-8330,,General,3008 Topeka Ln,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
Wakefield & Leffler PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24630,Lawrence,KS,Douglas,785-842-7900,,General,5200 Bob Billings Pkwy Ste 303,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Offices Of Jerry Levy PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=6591,Lawrence,KS,Douglas,785-749-1323,,General,"4840 Bob Billings Pkwy, Ste 1010",66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office of Timothy Metz,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16657,Lawrence,KS,Douglas,785-766-5135,,General,805 Eldridge St,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office Of Jody M. Meyer,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19502,Lawrence,KS,Douglas,785-856-1735,,General,"4106 W 6th St, Ste B",66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office Of Kari Nelson,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21168,Lawrence,KS,Douglas,785-979-4985,,General,706 Sturbridge Ct,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Perez Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18578,Lawrence,KS,Douglas,785-766-6633,,General,4812 W 26th St,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
"The Prier Law Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=21921,Lawrence,KS,Douglas,785-424-6225,,General,"832 Pennsylvania, Ste 1006",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"Quintairos Prieto Wood & Boyer, PA c/o Debbie Riley",,,https://directory-kard.kscourts.gov/Home/Details?regNum=14290,Lawrence,KS,Douglas,785-393-9656,,General,"2250 Lake Pointe Dr, Unit 1003",66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Kansas Appleseed Center for Law and Justice,https://www.kansasjustice.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=27247,Lawrence,KS,Douglas,316-285-9415,admin@www.kansasjustice.com,Personal Injury,"211 E. 8th St, Ste D",66044,Lawrence,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
The Skepnek Law Firm PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10149,Lawrence,KS,Douglas,785-856-3100,,General,1 Westwood Rd,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Steffens Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22149,Lawrence,KS,Douglas,785-727-7700,,General,1611 St. Andrews Dr #33,66047,Lawrence,2,1,KS Courts Registry,2026-08-17
Weeks Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18403,Lawrence,KS,Douglas,785-331-9827,,General,108 Sharon Dr,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Offices of Robert S. Gitmeid & Assoc PLLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16772,Lawrence,KS,Douglas,212-226-5081,,General,"4000 W 6th St, Ste B322",66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Offices of Robert Gitmeid,https://www.gitmeidlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=30179,Lawrence,KS,Douglas,866-707-4595,service@gitmeidlaw.com,Criminal Defense,4000 W 6th St Ste B 322,66049,Lawrence,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Jerry Wells Attorney-at-law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=6500,Lawrence,KS,Douglas,785-856-3925,,General,P.O. Box 641,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Douglas County District Court Legal Self-Help,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25008,Lawrence,KS,Douglas,785-330-2868,,General,111 E 11th St.,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Koprince Law LLC,https://www.koprince.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=28081,Lawrence,KS,Douglas,785-200-8919,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,Criminal Defense,901 Kentucky St Ste 301,66044,Lawrence,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Griggs Land & Water LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22805,Lawrence,KS,Douglas,785-979-3610,,General,1717 W 7th St,66044,Lawrence,2,1,KS Courts Registry,2026-08-17
"Richard Lungstrum, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=21778,Lawrence,KS,Douglas,785-760-5447,,General,"PO Box 476 719 Massachusetts, Ste 121",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Riggins Legal Resources,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12080,Lawrence,KS,Douglas,785-764-4067,,General,240 Earhart Cir,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Riling Law Office LLC,https://www.rilinglaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=13496,Lawrence,KS,Douglas,785-865-1600,ksdocs@rilinglaw.com,Personal Injury,"4000 W 6th St, Suite B #171",66049,Lawrence,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
"Beacon Legal Advocates, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=28475,Lawrence,KS,Douglas,785-845-1848,,General,"810 Pennsylvania St, Ste 31",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
University of Kansas School of Law Veterans Legal Support Clinic,,,https://directory-kard.kscourts.gov/Home/Details?regNum=28628,Lawrence,KS,Douglas,785-864-2871,,General,"1000 Sunnyside Ave, Rm 3000",66045,Lawrence,2,1,KS Courts Registry,2026-08-17
Smith Legal LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22761,Lawrence,KS,Douglas,785-856-0780,,General,"719 Massachusetts St, Ste 126",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office of Michael Smith,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12528,Eudora,KS,Douglas,785-917-1271,,General,1726 Hawthorne,66025,Lawrence,2,1,KS Courts Registry,2026-08-17
Law Office of Jerry K. Levy,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15856,Lawrence,KS,Douglas,785-749-1323,,General,"4840 Bob Billings Pkwy, Ste 1010",66049,Lawrence,2,1,KS Courts Registry,2026-08-17
"Free State Law, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=29676,Eudora,KS,Douglas,785-580-5646,,General,1303 Greenbrier Dr,66025,Lawrence,2,1,KS Courts Registry,2026-08-17
Wilson Elder Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20494,Lawrence,KS,Douglas,785-393-0736,,General,"832 Pennsylvania St, Ste 1016",66044,Lawrence,2,1,KS Courts Registry,2026-08-17
Scott D. Lowry Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13467,Lawrence,KS,Douglas,785-221-4021,,General,3915 Prairie Rose St,66049,Lawrence,2,1,KS Courts Registry,2026-08-17
Jean B. Ménager,https://stevensbrand.com/attorneys/jean-b-menager/,,https://lawyers.justia.com/lawyer/jean-b-menager-1820937,Lawrence,KS,Douglas,(785) 843-0811,,Criminal Defense,900 Massachusetts Street,66044,Lawrence,5,,KS Courts Registry,2026-08-17
"Otto R., Jr. Stites",,,https://lawyers.justia.com/lawyer/otto-r-jr-stites-919633,Lawrence,KS,Douglas,(785) 842-7466,,General,2724 Chipperfield Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
"Milton P., Jr. Allen",,,https://lawyers.justia.com/lawyer/milton-p-jr-allen-921588,Lawrence,KS,Douglas,(785) 331-2250,,General,900 Massachusetts St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
"Edwin W., Jr. Hecker",,,https://lawyers.justia.com/lawyer/edwin-w-jr-hecker-923418,Lawrence,KS,Douglas,(785) 864-9231,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
"Martin B., Jr. Dickinson",,,https://lawyers.justia.com/lawyer/martin-b-jr-dickinson-918260,Lawrence,KS,Douglas,(785) 864-9246,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
"Paul A., III Seymour",,,https://lawyers.justia.com/lawyer/paul-a-iii-seymour-918578,Lawrence,KS,Douglas,(785) 856-8391,,General,625 S Folks Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
"Winton A., Jr. Winter",,,https://lawyers.justia.com/lawyer/winton-a-jr-winter-921715,Lawrence,KS,Douglas,(785) 843-0811,,General,900 Massachusetts St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
"James S., Jr. Haines",,,https://lawyers.justia.com/lawyer/james-s-jr-haines-920654,Lawrence,KS,Douglas,(785) 575-8208,,General,984 N 1800 Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
